orig_idx,combined_lower,has_unilateral,has_bilateral
805,"fractional flow reserve evaluation [sep] coronary blood flow assessment, heart artery function test, fractional flow measurement, ffr test, coronary artery capacity check, blockage flow restriction test, heart vessel evaluation, blood supply reserve test, minimally invasive artery assessment, ischemia evaluation, non-invasive coronary flow check, functional coronary testing [sep] ffr, ffr eval, ffr test, coronary ffr, myocardial ffr, ffr assessment, fractional flow test",0,0
806,"iabp [sep] intra-aortic balloon pump, iabp therapy, heart assist device, temporary heart support, aortic counterpulsation device, cardiac assist balloon, icu heart aid, mechanical circulatory support, heart pump therapy, aortic support device, critical care balloon pump, short-term heart assist [sep] iabp, intra-aortic balloon pump, pa, temp iabp, heart assist, cardiac support, icu heart pump, mcs, balloon pump, short-term support",0,0
807,"inferior vena cava (ivc filter) [sep] vena cava filter, ivc filter, inferior vena cava filter, blood clot filter, filter placement in the abdomen vein, ivc filter implantation, blood clot prevention device, vena cava clot filter, minimally invasive ivc device, vascular filter in belly vein, ivc filter for deep vein thrombosis, inferior vena cava blood filter [sep] ivcf, ivc filter, vcf, ivcfd, ivc ft, vcf placement, iv filter, blood clot filter",0,0
808,"insertion pacemaker dual chamber [sep] heart rhythm device placement, dual chamber pacemaker implantation, two-wire heart pacer surgery, bilateral chamber pacing device insertion, dual lead pacemaker procedure, dual chamber implant, two-wire cardiac device, programmable heart controller, dual lead heart stimulator, advanced pacemaker surgery, bilateral chamber heart device, dual chamber cardiac pacing [sep] dual chamber pacer, dcp, dcpm, dual chamber pm, dcpg, dcpr, dual lead pacemaker, 2w-pacer, dcp implant, bichannel pacemaker",0,1
809,"insertion pacemaker single chamber [sep] heart pacemaker placement, single chamber pacemaker implant, one-wire cardiac pacemaker, basic pacemaker surgery, device for heartbeat control, single-lead pacemaker procedure, chest pacemaker insertion, simple pacemaker operation, pacemaker with one chamber, temporary pacemaker, cardiac rhythm device insertion, minimal invasive pacemaker placement [sep] spc, spt, vvi, pm, scd, scp, ppm, ppm-1, pacemaker-sc, pacer-s, cardiac pacemaker, single-chamber pm",1,0
810,"ivus [sep] intravenous ultrasound, imaging of coronary arteries, intravascular echocardiography, heart blood vessel imaging, catheter-based ultrasound, inside-artery ultrasound, real-time vessel imaging, minimally invasive heart scan, heart artery visualization, inside-the-vessel ultrasound, vascular imaging technique, cardiac catheter ultrasound [sep] ivus",0,0
811,"peripheral angio [sep] peripheral angiography, blood vessel imaging outside the heart, leg and arm artery scan, peripheral artery test, non-invasive blood vessel imaging, specialty vessel scan, peripheral vascular imaging, circulation assessment, limb blood flow test, regional arterial imaging, leg and arm circulation study, vascular health check [sep] pangio, peripheral angio, pva, rlim vasc, peri vasc, pav, vpx",0,0
812,"peripheral angio plasty [sep] peripheral blood vessel widening, leg artery balloon procedure, minimally invasive limb artery repair, angioplasty for limbs, peripheral artery dilation, balloon angioplasty of limb arteries, limb vessel opening, endovascular limb procedure, arterial angioplasty, peripheral vascular treatment, minimally invasive blood flow restoration, limb-specific angioplasty [sep] pang, pang angioplasty, pabp, lea, pad, lv balloon, l vessel angio, endo limb angio, peripheral angio, pva, limb angio, mi blood flow, evt limb",0,0
813,"renal angio plasty [sep] kidney blood vessel surgery, renal artery repair, minimally invasive kidney artery procedure, kidney artery angioplasty, balloon dilation of renal artery, artery widening for kidneys, endovascular renal vessel treatment, renal artery stenting, kidney artery balloon procedure, kidney blood flow restoration, renal artery narrowing correction, kidney blood vessel intervention [sep] renal angio, rpa, ren-ang, r-ang, r-ptx, r-angioplsty, ras, ren-sts, r-kath, r-balloon, r-bd, r-widen, r-vessel",0,0
814,"rfa (complex) [sep] radiofrequency ablation, rfa procedure, energy-based tissue destruction, minimally invasive tumor treatment, cardiac arrhythmia therapy, liver tumor ablation, kidney lesion removal, tumor cauterization, heart rhythm correction, small device procedure, electrosurgical ablation, catheter-based destruction [sep] rfa, rf ablation, rfa complex, ebs destruction, tumor ablation, cardiac rf, liver rf, kidney rf, arrhythmia rf, catheter rf, minimally invasive rf",0,0
815,"stress echo [sep] stress echocardiogram, stress echo test, cardiac stress test ultrasound, exercise heart ultrasound, treadmill stress ultrasound, stress-induced heart scan, cardiac function evaluation, heart stress imaging, exercise echo exam, stress echo procedure, stress test with ultrasound, activity-related heart imaging [sep] se, stress echo, stress tte, exercise echo, treadmill stress, cardiac stress us, stress echo test, exercise cardiac us, stress echo exam, stress us, exercise heart us, cardiac stress test",0,0
816,"thrombolysis acute myocardial infarction [sep] blood clot dissolving therapy, heart attack treatment, clot-busting procedure, mi emergency intervention, clot removal medicine, acute heart blockage therapy, chest infarction treatment, blood clot breakdown, emergency mi care, heart attack clot therapy, clot-dissolving medicine for heart attack, acute coronary blockage treatment [sep] tt, ami thrombolysis, mi thrombolytics, clot-busting, thrombolytic therapy, mi clot treatment, acute mi therapy, blood clot lysis",0,0
817,"tilt table test [sep] tilt table assessment, posture stress test, blood pressure response test, head-up tilt test, orthostatic intolerance diagnosis, standing test for dizziness, autonomic function test, patient upright test, tilt-induced syncope evaluation, blood pressure fluctuation test, positional testing for fainting, tilt test for fainting spells [sep] tt, ttt, pst, bp response test, hutt, orthostatic test, autonomic test, upright test, tilt eval, bp fluctuation test",0,0
818,"tread mill test [sep] exercise stress test, treadmill cardiac exam, fitness treadmill test, treadmill heart function test, stress test on treadmill, treadmill endurance test, walking test for heart, treadmill-based cardiac assessment, exercise ecg test, treadmill stress screening, treadmill exercise challenge, exercise tolerance test [sep] tmt, treadmill stress test, exercise stress test, exercise treadmill, dob, exercise ecg, treadmill ecg, exercise tolerance test, stress test treadmill, exercise treadmill test",0,0
819,"arterial line - crc [sep] arterial catheter placement, blood pressure line, arterial line insertion, artery monitoring line, pulse pressure catheter, invasive blood flow line, arterial access device, continuous blood pressure line, site-specific arterial access, central arterial line, regional arterial line, crc arterial line [sep] art line, a-line, aloc, abp line, arterial cath, pa line, invasive bp line, artery access, radial line, central line, crc line",0,0
820,"ascitic tap - crc [sep] accumulation of fluid in the abdominal cavity, abdominal fluid drainage, abdominal tap procedure, paracentesis for ascites, removal of belly fluid, sterile abdominal fluid test, diagnostic abdominal fluid extraction, peritoneal fluid sampling, fluid removal from abdomen, ascitic fluid analysis, therapeutic abdominal tap, crc (colorectal cancer)-related paracentesis [sep] asct, paracentesis, paracentesis ascites, abdominal tap, diagnostic tap, therapeutic tap, crc paracentesis",0,0
821,"bronchoscopy - crc [sep] lung airway examination, bronchoscopy procedure, airway inspection, bronchoscope exam, lung scope test, windpipe visualization, respiratory tract endoscopy, bronchoscope insertion, bronchial tube check, upper airway scope, flexible airway inspection, lung and airway scan [sep] bronch, bronc, fb, ld, brsc, bo, bae, upair, flexairway, lungscope, airwayscope, respendo",0,0
822,"endotracheal intubation - crc [sep] airway tube placement, breathing tube insertion, endotracheal tube setup, tracheal intubation, intubation procedure, tube down the windpipe, airway management, breathing tube placement, intubation in the er, breathing tube insertion for surgery, tracheal intubation (layman), intubation for ventilator support [sep] ett, et, intubation, endotracheal, ettube, eto, airway tube, tri, eti, breathing tube, icu intubation, tracheal intubation",0,0
823,"initiation bipap [sep] bipap start, bi-level ventilation initiation, non-invasive ventilator setup, bilevel positive airway pressure therapy, sleep apnea breathing support, non-invasive breathing machine setup, bipap machine activation, adjustable ventilator initiation, overnight ventilation support, breathing aid commencement, non-invasive ventilator setup for sleep, respiratory support initiation [sep] bipap initiation, bipap start, niv setup, bipap activation, bilevel vent init, sleep apnea support, niv therapy, bpap therapy, niv start, non-invasive vent, bilevel ventilation, bipap therapy, niv activation",0,0
824,"insertion picc line [sep] picc line placement, peripherally inserted central catheter, picc line insertion, central line in arm, long-term iv access, arm vein catheter, home iv line, nurse-placed iv line, advanced intravenous line, central line for medications, pediatric picc insertion, graft for medicine treatments [sep] picc, picc line, picc inser, p-centr line, cpl, picc-l, arm iv, hciv, picc-pt, picc-c, picc-m, picc-g",0,0
825,"ivc collapsibility index preload assessment [sep] inferior vena cava collapsibility measurement, ivc pulse variation assessment, heart preload estimation via ivc, ivc capacity check, blood flow preload test, ivc size and collapse study, fluid status evaluation with ivc, ivc flexibility index, non-invasive preload indicator, heart filling volume assessment, ivc diameters during breathing, ultrasound-based preload gauge [sep] ivc ci, ivc collapsibility, ivc prep index, ivc pvi, ivc flow check, ivc size eval, ivc preload, ivc flexibility, ivc us preload, ivc volume assessment",0,0
826,"lumbar puncture - crc [sep] lumbar puncture, spinal tap, lumbar tap, cerebrospinal fluid withdrawal, csf collection, lower back spinal fluid test, epidural puncture, spinal fluid analysis, puncture of lumbar spine, diagnostic spinal tap, lumbar puncture procedure, crc lumbar procedure [sep] lp, csf tap, lumbar puncture, lumbar tap, csf collection, lumbar puncture procedure, csf withdrawal, lp test",0,0
827,"pleural tapping - crc [sep] pleural fluid drainage, thoracentesis, chest cavity tap, pleural fluid aspiration, lung lining puncture, thoracic tap, pleural cavity tap, chest fluid removal, bedside pleural procedure, thoracic fluid extraction, cancer-related pleural tap, diagnostic chest tap [sep] pt, thoracentesis, pleural tap, chest fluid drain, thoracent, pleural aspiration, lung puncture, chest tap, thoracic fluid drain, pleural drainage, diagnostic thoracentesis",0,0
828,"pop charges [sep] diagnostic coding fees, outpatient billing charges, procedure fee schedule, clinic service costs, facility charge rates, medical billing codes, outpatient procedure fees, healthcare service charges, patient billing line items, insurance reimbursement codes, hospital stay charges, outpatient visit costs [sep] dcode fees, outpat billing, proc fee schedule, clinic service costs, facility charges, billing codes, outpatient fees, service charges, billing line items, reimbursement codes, hospital stay charges, outpat visit costs",0,0
829,"tracheostomy tube change per - crc [sep] airway opening tube replacement, tracheostomy tube change, trachea opening tube swap, breathing hole tube replacement, tracheostomy site adjustment, airway device change, breathing tube exchange, tracheostomy tube removal and reinsertion, medical trachea tube switch, surgical airway device update, tracheostomy maintenance procedure, chest opening breathing tube replacement [sep] trach tube change, tt change, tracheostomy swap, trach tube exchange, trache device update, t-tube replacement, trachea tube redo, tracheostomy revision",0,0
830,"fish for all panel [sep] genetic testing panel, fish genetic analysis, comprehensive fish dna test, broad fish screening, all-inclusive fish gene test, fish pathogen panel, aquatic organism testing, fish disease detection test, fish tissue analysis, dna fingerprinting for fish, fish health screening, aquatic species genetic profile [sep] fish all panel, fishgen, fishdna, fishpath panel, aquaticid, fishscreen, allfishgen, fishdiseasetest, fishtissuepanel, fishfingerprint, fishhealth, aquaticgen, fishgene",0,0
831,"1339 - dental iopa x-ray [sep] dental x-ray, oral health scan, teeth imaging, mouth radiograph, intraoral photograph, dental film image, tooth check-up x-ray, painless dental picture, teeth and gums x-ray, layered mouth scan, dental anatomy image, routine dental radiograph [sep] dental iopa, dental x-ray, intraoral x-ray, mouth radiograph, dental film, teeth imaging, oral x-ray, dental radiograph",0,0
832,"184 - extraction per tooth under la [sep] tooth removal surgery, extracting a tooth under local anesthesia, dental extraction procedure, lidocaine tooth removal, cavity surgery with anesthesia, simple tooth pull, outpatient tooth extraction, local numbing for dental extraction, removal of tooth under local, tooth extraction with numbing shot, non-surgical tooth removal, tooth extraction for cavities [sep] tooth extraction, local anesthesia extraction, dental removal, la tooth pulling, simple tooth pull, outpatient tooth extraction, local numbing extraction",0,0
833,"209 - metal crown-per unit [sep] dental crown placement, tooth restoration with metal cap, metal dental crown, crown per tooth, metal tooth cover, dental prosthetic cap, metal crown for teeth, per unit dental crown fee, metal dental cap, crown restoration procedure, fixed metal tooth cover, single-unit crown procedure [sep] metal crown, dc, mdk, tc, mc, tdc, cp, ut, cap, cr, ft, su",1,0
834,"211 - complete single denture-metal based [sep] full complete denture, full upper and lower dentures, removable metal-based dentures, complete tooth replacement, full set teeth prosthesis, all-around denture, full mouth denture, metal-supported complete denture, full arch dental prosthesis, single denture with metal base, complete false teeth, comprehensive denture restoration [sep] full denture, complete denture, metal-based dentures, full arch prosthesis, removable denture, single denture metal, full mouth denture",1,0
835,"212 - complete denture- acrylic based per arch [sep] full arch denture, complete acrylic dentures, upper and lower dentures, removable tooth replacements, full set teeth prosthesis, all-around false teeth, full mouth dentures, acrylic-based dental prosthesis, complete tooth support, total tooth replacement, removable dentures per arch, full arch false teeth [sep] cd, fdp, complete denture, arch denture, full arch denture, full mouth denture, acrylic denture, removable full denture",0,0
836,"218 - composite restoration-per tooth-anterior tooth [sep] dental filling, tooth-colored filling, cavity restoration, front tooth filling, composite tooth repair, aesthetic dental restoration, bonding for front teeth, non-metal filling, cosmetic tooth repair, dental composite filling, anterior tooth cavity fill, tooth repair with composite [sep] crt, composite fill, anterior bond, acr, front tooth fill, composite restoration, dental composite, aesthetic restoration, tooth-colored fill, non-metal fill, anterior repair, cavity restore, cosmetic fill",0,0
837,"bone graft perio/sugery-grade 1 [sep] bone transplant, grafting bone tissue, bone repair surgery, periosteal bone graft, surgical bone transplant, graft-grade 1 bone, specialized bone graft procedure, minimally invasive bone repair, bone tissue replacement, reconstructive bone surgery, periodontal bone graft, early-stage bone graft [sep] bg, pbg, bonetx, graftbone, periobg, reconbone, mgraft, bonerepl, graftgrade1",1,0
838,"bone graft perio/sugery-grade 2 [sep] bone transplant, grafting bone tissue, surgical bone repair, periosteal bone surgery, stage 2 bone graft, advanced bone reconstruction, specialized bone transplant procedure, grafting for bone healing, moderate-grade bone graft, orthopedic bone grafting, regenerative bone surgery, internal bone graft [sep] bg, bgp, bone graft, bone transplant, orthobone, graftbone, stage 2 bg, bone recon, regbone, orthograft, periosteal graft, bonerepair, advanced bg",0,1
839,"bone graft perio/sugery-grade 3 [sep] bone transplant, grafting bone tissue, bone repair surgery, periodontal bone graft, surgery-grade 3 bone graft, bone healing procedure, dental bone restoration, advanced bone graft, grafting for bone support, jawbone regeneration, grafting for bone stability, severe bone graft surgery [sep] bgpg, pg, bgt, pbg, graftbone, graft3, pg3, bonerest, bdg, jbr, bsupport, bstability, graftsupport",0,0
840,"canine exposure grade 2 [sep] dog skin allergy test, canine skin sensitivity assessment, dog allergy grade 2, pet allergy testing, dog exposure skin reaction, allergic response in dogs, canine allergy severity level 2, dog skin hypersensitivity test, pet allergy grade 2, dog contact allergy evaluation, dog allergen sensitivity, dog allergy testing procedure [sep] canine expo g2, dog allergic response",0,1
841,"canine exposure grade 3 [sep] dog skin allergy level 3, canine allergen sensitivity grade 3, dog exposure allergy severity 3, pet allergen reaction stage 3, canine contact allergen score 3, dog allergy testing result grade 3, pet exposure reaction level 3, dog allergy severity scale 3, canine allergen sensitivity grade 3, pet allergy intensity stage 3, dog-related allergy response level 3, canine allergen exposure classification 3 [sep] canexpo grade3, dog allergy lvl3, pet allergen stage3, canine allergen score3, pet exposure lvl3",0,0
842,"complete denture - prostho [sep] full set of false teeth, removable complete dentures, full mouth dentureprosthesis, entire upper and lower teeth replacement, complete tooth set, full mouth prosthetic teeth, entire denture fitting, removable full-mouth teeth, total tooth replacement, full arch dentures, full-mouth artificial teeth, comprehensive denture restoration [sep] cd, full denture, complete denture, removable denture, full mouth denture, complete tooth set, total denture, full arch denture, full mouth prosthesis, full mouth restoration",0,0
843,"complex extractions grade 1 [sep] difficult tooth removal, complicated extraction, challenging dental removal, surgical tooth extraction, complex tooth removal, intricate extraction procedure, advanced tooth extraction, difficult-to-remove teeth, complex dental surgery, complicated oral surgery, advanced tooth removal, grade 1 extraction [sep] cex1, cex-g1, dex1, chex, sdex, aex",1,0
844,"complex extractions grade 2 [sep] surgical removal of difficult teeth, complex dental extractions, difficult tooth removal, advanced tooth extraction, complicated dental removal, specialty tooth extraction, surgical tooth removal - level 2, tough tooth extraction, grade 2 dental extraction, intricate tooth removal, advanced oral surgery procedure, difficult tooth extraction surgery [sep] ext tooth ex, complex ext, dificult tooth ex, grade 2 ext, surgical tooth ex, advanced tooth ex, complex dental ext, oral surgery ext, tough tooth ex",0,1
845,"composite fillingclass ii [sep] dental filling, cavity filling, tooth restoration, composite dental restoration, cosmetic filling, tooth repair, tooth-colored filling, filling with composite resin, non-metal filling, filling for tooth decay, dental filling material, tooth cavity repair [sep] composite fill, class ii filling, c-ii filling, tooth restoration, composite resin fill, tooth-colored filling, dental composite, restorative filling, cavity fill, resin restoration, non-metal fill",0,0
846,"crown-acrylic [sep] dental crown, tooth cap, porcelain crown, dental veneer, crown restoration, artificial tooth cover, tooth prosthesis, dental cap, acrylic crown, tooth crown restoration, cosmetic dental crown, tooth covering [sep] rac, ac, acryl-c, dc, toc, rc, tp, ac-c, ctc, dk, toc-rest, dc-over, dp",0,0
847,"crown cementation [sep] tooth cap cementing, dental crown bonding, crown placement procedure, porcelain cap fixation, dental veneer attachment, artificial tooth cover setting, crown cementing process, tooth restoration with crown, crown fitting procedure, dental cap gluing, crown adhesion technique, dental crown installation [sep] crown cem, tcc, dcc, dvc, poc, vab, tcr, crc, cft, dccl, cag, cwin",0,0
848,"crownpfm per unit [sep] head circumference measurement, crown perimeter measurement, head size evaluation, skull circumference per unit, cranial perimeter per measurement, head circumference test, head size assessment, cranial measurement unit, head measurement procedure, skull size calculation, head circumference in centimeters, cranial perimeter gauge [sep] crownpfm, hcpm, headcirc, skullcirc, cranperi, headsize, cranialmeas, hcm, skullsize, hc/cm",0,0
849,"crown removal [sep] tooth cap removal, dental crown extraction, cosmetic crown removal, crown taking off, tooth cap taking out, porcelain crown removal, cap removal surgery, dental cover removal, crown removal procedure, tooth cover extraction, crown removal clinic, crown removal for decay [sep] cr, crown rmv, tooth crown rmv, dental crown ext, porcelain crown rmv, crown removal proc, cap rmv, dental cover rmv",0,0
850,"crown temporary [sep] custom dental crown, temporary crown, provisional crown, short-term dental cap, interim tooth covering, dental crown placeholder, temporary dental cap, removable crown, short-term tooth cover, dental filling crown, trial dental cap, interim restoration [sep] temp crown, t-crown, provisional crown, short-term crown, interim crown, dental cap, removable crown, trial crown, dental cover, interim restoration",0,0
851,"crown-zirconia grade 1 [sep] dental crown, zirconia crown, porcelain-fused-to-metal crown, tooth cap, tooth cover, dental restoration, ceramic crown, high-strength dental cap, lab-made tooth covering, durable dental crown, cosmetic tooth cap, zirconia grade one [sep] zirconia grade 1, zrg1, zr1, dental crown, ceramic crown, porcelain crown, pfm crown, tooth cap, tooth cover, dental restoration, high-strength crown, cosmetic crown",1,0
852,"extraction - major [sep] major surgical extraction, extensive removal procedure, large-scale tissue extraction, comprehensive extraction surgery, primary removal operation, significant tissue removal, major operative extraction, high-risk removal process, bulk extraction technique, advanced invasive extraction, critical tissue removal surgery, core procedure for removal [sep] ext ext, major ex, extensive removal, large-scale ext, core extraction, high-risk ext, invasive extraction, critical tissue ext, bulk ex, advanced ex, primary removal, significant tissue ext, major surgical ex",0,0
853,"extraction - minor [sep] small tissue removal, minor surgery extraction, simple tissue extraction, outpatient minor procedure, superficial tissue removal, minor operative removal, minor surgical excision, localized tissue extraction, minimal invasive tissue removal, quick outpatient extraction, small scale removal, outpatient tissue procedure [sep] exctr, minex, sbr, outpt ex, superf ext, loco exc, minsurg, quickex, smalltiss, lessinvas, outtiss, minorproc, simpleex",0,0
854,"extractions child milk tooth [sep] baby tooth removal, milk tooth extraction, child dental extraction, primary tooth removal, kid's baby tooth pull, baby tooth surgery, pediatric tooth extraction, temporary tooth removal, loose tooth pull in children, children's dental surgery, small tooth extraction, baby tooth extraction procedure [sep] deciduous tooth extraction, baby tooth removal, milk tooth ext, pediatric dental extraction, primary tooth removal, child tooth pulling, pediatric tooth extraction",0,0
855,"flap surgery full mouth [sep] mouth reconstruction surgery, full mouth flap procedure, comprehensive oral flap operation, complete mouth tissue repair, full jaw tissue grafting, entire mouth rebuild, mouth flap reconstruction, full-mouth tissue rearrangement, upper and lower mouth surgery, total mouth soft tissue surgery, extensive oral flap procedure, full mouth surgical repair [sep] fmfms, full mouth flap, mmf, cpl, oral flap, maxillofacial flap, total mouth graft, full mouth repair, complete oral flap, mx-mn flap, extensive oral surgery, full mouth reconstruction",0,0
856,"flap surgery per quadrant [sep] tissue flap reconstruction, quadrant-specific flap surgery, local tissue transfer, four-region flap procedure, surgical tissue relocation, segmental flap repair, reconstructive flap operation, flap transfer per quadrant, regional tissue repair, localized tissue transfer, quadrant-based flap technique, surgical tissue rearrangement [sep] fsg, q-flap, lt, qr flap, tr, sfr, rf, qbf, rt, str",0,0
857,"flexible rpd additional tootheach [sep] removable partial denture extension, flexible partial denture adding teeth, flexible rpd tooth add-on, adaptable partial denture prosthesis, flexible denture tooth replacement, partial denture extension for missing teeth, flexible dental prosthesis addition, removable partial denture augmentation, flexible rpd tooth addition, adaptable removable partial denture, flexible partial denture repair, partial denture with extra teeth [sep] flexible rpd, flexible partial denture, rpd extension, flexible denture add-on, rpd tooth add, flexible partial, removable partial, flexible denture prosthesis, flexible tooth replacement, rpd augmentation, partial denture extension, flexible partial repair",0,0
858,"flexible rpd base and one tooth [sep] removable partial denture base, flexible denture framework, flexible rpd foundation, flexible partial denture support, adaptable prosthetic base, soft denture base material, flexible dental partial, one-tooth removable denture, single-tooth partial prosthesis, flexible rpd for a single tooth, flexible partial denture with one tooth, flexible mouth support for one tooth [sep] fdp, rpd-flex, flexrpd, 1-tooth rpd, flexbase, softrpd, single-tooth rpd, flexprost, flexible rpd, flexmouth, flexsupport",1,0
859,"fluoride application [sep] fluoride treatment, fluoride therapy, anti-cavity fluoride, dental fluoride application, fluoride varnish, tooth fluoride rinse, fluoride gel, cavity prevention treatment, fluoride paste, fluoride coating, professional fluoride procedure, cavity-fighting fluoride [sep] f-appl, fluoride tx, f-therapy, fluoride varnish, fluoride rinse, fluoride gel, fluoride paste, fluoride coat, pro fluoride, cavity prevention, fluoridation, fluoride app",0,0
860,"gic filling [sep] gic filling, dental filling for cavities, tooth filling, cavity repair, restorative dental procedure, composite tooth restoration, cavity sealing, tooth decay filling, dental restoration, filling repair, filling treatment, tooth repair procedure [sep] gic fill, dental fill, tooth fill, cavity repair, composite fill, surface seal, irf, dft, fcr, restorative fill, decay fill, tooth repair, dental restoration, cavity seal",0,0
861,"glassionomer restorations-type ii small [sep] glass ionomer fillings, dental cement restorations, type ii composite-like fillings, small tooth repair, kids' tooth filling, easy-to-do dental filling, tooth-colored dental cement, minimal invasive tooth restoration, pediatric tooth repair, quick dental filling for small cavities, light-cured glass ionomer, small cavity restoration [sep] gic type ii, small gi fillings, pediatric gic, light-cured gic, small tooth restorations, minimal invasive gi",0,0
862,"implant crownpfm [sep] cranial implant, skull prosthesis, head device implantation, brain-support implant, cranial hardware placement, head accessory implantation, scalp-mounted device, neurovascular implant, intracranial device, cranial skeleton implant, skull crown implant, neurosurgical implant [sep] crnpn, skulp, hdev, brain-imp, cran-plas, head-impl, scafp, neuro-imp, intracran, skull-imp, neuro-device, cranial-hw, scalp-dev",0,0
863,"intra oral x-ray [sep] dental intraoral x-ray, mouth radiograph, dental bitewing image, intraoral dental scan, cavity detection x-ray, oral cavity x-ray, dentist mouth x-ray, tooth imaging, intraoral radiography, short exposure dental x-ray, intraoral dental picture, patient-friendly mouth x-ray [sep] ioxr, intraoral x-ray, dental xr, mouth radiograph, bitewing, intraoral scan, cavity x-ray, oral x-ray, tooth imaging, dental radiograph, intraoral pic, short exposure x-ray",0,0
864,"metal ceramic crowns [sep] dental crowns, tooth caps, porcelain-fused-to-metal crowns, ceramic-metal restorations, dental caps, beauty crowns, durable dental crowns, metal-ceramic restorations, tooth coverings, cosmetic crowns, fixed dental restorations, crown placements [sep] metalceramiccrown, mdc, pfm crown, porcelainfused tometal, pf metal crown, dental crown, tooth cap, cosmetic crown, crown placement, fixed restoration",0,0
865,"metal crown 5 year warranty [sep] dental crown, metal dental cap, 5-year dental crown warranty, metallic tooth cover, long-term dental cap guarantee, metal crown with warranty, dental restoration warranty, durable tooth crown, metal crown replacement plan, crown repair coverage, dental crown protection plan, fixed dental restoration [sep] metal crown, mc, 5ywc, metal cap, dcr, dental crown, d-cap, metal restoration, mr, crown warranty, cw, dental cover, d-restore",0,0
866,"metal free ceramic crown (zirconia) [sep] tooth cap without metal, ceramic dental crown, porcelain crown for teeth, zirconia dental cap, metal-free tooth restoration, all-ceramic crown, ceramic tooth cover, non-metallic crown, durable zirconia dental cap, aesthetic dental crown, tooth crown replacement, high-strength ceramic crown [sep] zirconia crown, all-ceramic crown, ceramic crown, porcelain crown, metal-free crown, zirconia cap, ceramic cap, non-metal crown",0,0
867,"metal free crown 10 year warranty [sep] tooth cap without metal, ceramic dental crown, metal-free dental crown, tooth cover with porcelain, 10-year warranty dental cap, long-lasting ceramic crown, non-metallic tooth restoration, dental crown with full porcelain, durable tooth covering, hypoallergenic dental cap, resin-based crown, extended warranty tooth cap [sep] ceramic crown, metal-free crown, porcelain crown, resin crown, 10yr warranty crown, extended warranty crown",0,0
868,"metal free crown 5 year warranty [sep] tooth cap without metal, ceramic dental crown, metal-free dental crown, tooth cover with porcelain, 5-year warranty crown, resin-based crown, pfm-free crown, non-metallic dental cap, long-term ceramic crown, bio-compatible tooth restoration, warranty-covered tooth cap, no-metal tooth crown [sep] ceramic crown, resin crown, pfm-free crown, metal-free crown, 5-year warranty crown, bio-compatible crown",0,0
869,"night guard [sep] mouth guard, dental night splint, anti-bruxism device, sleep guard, teeth grinding guard, nighttime dental protector, occlusal splint, guard for grinding teeth, sleep apnea guard, bite guard, oral appliance, nighttime mouth shield [sep] ng, og, np, sg, tgg, oasg, opl, abg, omd, nms",0,0
870,"occlusal night guard/splint soft [sep] dental night guard, teeth nighttime splint, soft occlusal splint, teeth grinding guard, mouth guard for grinding, soft dental splint, night dental tray, sleep bruxism guard, protective dental splint, nighttime bite guard, soft mouth splint, grind guard [sep] ntg, ng, occl splint, sog, soft splint, night guard, sleep bruxism guard, dental guard, mouth guard, dental splint, bite guard",0,0
871,"oral mucosal biopsy [sep] mouth tissue sample, inside mouth biopsy, oral cavity tissue test, mouth lining biopsy, biopsy of mouth tissue, lip and cheek tissue sampling, oral mucosa removal, mouth tissue check-up, oral tissue analysis, intraoral sample collection, biopsy for oral sores, mouth tissue diagnostic procedure [sep] omb, om biopsy, oral mucosa biopsy, mouth tissue sample, oral cavity biopsy, intraoral biopsy, oral lesion biopsy, mouth mucosa test, oral tissue dx, omp, oral sampling",0,0
872,"oral prophylaxis [sep] dental cleaning, teeth polishing, preventive dental care, cavity prevention, routine oral hygiene, plaque removal, professional teeth cleaning, mouth cleaning, dental tartar removal, dental hygiene session, routine dental checkup, teeth hygiene treatment [sep] op, dental cleaning, teeth polishing, prophy, routine oral hygiene, plaque removal, professional cleaning, mouth cleaning, dental tartar removal, dental hygiene, dental checkup, teeth hygiene",0,0
873,"polishing [sep] metal surface smoothing, shine enhancement, polishing process, surface finishing, buffing and glossing, reflective surface treatment, abrasive polishing, mirror-like finish, metal buffing, surface smoothness improvement, polishing technique, gloss restoration [sep] polish, metalsurffin, shineenh, buffing, surfacefin, mirrorfinish, abrasivepolish, glossrest, metalbuff, surfacesmooth, finishingtech, surfacetreat",0,0
874,"post and core [sep] post and core buildup, dental post and filling core, root canal post and core, tooth reinforcement post, dental pin and core, post-and-core restoration, tooth-supported post and filling, intracanal post and core, post placement for tooth stability, dental post in root canal, post and core for tooth strength, internal tooth support [sep] post and core, p&c, p+c, post/core, post-restore, root canal post, tooth reinforcement, intracanal post, post placement, post buildup",0,0
875,"prosthetics denture repair [sep] denture fixing, dental prosthesis repair, false tooth repair, denture mending, tooth appliance repair, removable false tooth fixing, denture repair surgery, dental plate repair, partial denture repair, crown and bridge repair, implant-supported denture fix, denture crack repair [sep] dtr, denture repair, prostdentfix, partial denture repair, crown/bridge repair, implant denture fix, false tooth repair",0,0
